score,gate,idx,type,label,head,head_type,tail,tail_type,head_start,head_end,tail_start,tail_end,train_type_freq,unique_source_count,weighted_support,trigger_score,trigger_hits,base_sample_rel_count,sources,context
19.3,pass,51,QTL-LOI-TRT,LOI,QTLs,QTL,days to pod initiation,TRT,5,9,132,154,224,42,10.5,1,region,11,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Meta-QTLs on CaLG01 and CaLG06 harbor QTLs for traits including days to 50% flowering, days to maturity, days to flower initiation, days to pod initiation, number of filled pods, visual score, seed yield per plant, biological yield per plant, chlorophyll content, and harvest index. Key genes in Meta-QTL regions include P"
19.3,pass,51,QTL-LOI-TRT,LOI,QTLs,QTL,number of filled pods,TRT,5,9,156,177,224,42,10.5,1,region,11,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Meta-QTLs on CaLG01 and CaLG06 harbor QTLs for traits including days to 50% flowering, days to maturity, days to flower initiation, days to pod initiation, number of filled pods, visual score, seed yield per plant, biological yield per plant, chlorophyll content, and harvest index. Key genes in Meta-QTL regions include Pollen receptor-like kina"
19.3,pass,51,QTL-LOI-TRT,LOI,QTLs,QTL,visual score,TRT,5,9,179,191,224,42,10.5,1,region,11,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Meta-QTLs on CaLG01 and CaLG06 harbor QTLs for traits including days to 50% flowering, days to maturity, days to flower initiation, days to pod initiation, number of filled pods, visual score, seed yield per plant, biological yield per plant, chlorophyll content, and harvest index. Key genes in Meta-QTL regions include Pollen receptor-like kinase 3 (CaPRK3), Flowerin"
19.3,pass,51,QTL-LOI-TRT,LOI,QTLs,QTL,seed yield per plant,TRT,5,9,193,213,224,42,10.5,1,region,11,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Meta-QTLs on CaLG01 and CaLG06 harbor QTLs for traits including days to 50% flowering, days to maturity, days to flower initiation, days to pod initiation, number of filled pods, visual score, seed yield per plant, biological yield per plant, chlorophyll content, and harvest index. Key genes in Meta-QTL regions include Pollen receptor-like kinase 3 (CaPRK3), Flowering-promoting fa"
19.3,pass,51,QTL-LOI-TRT,LOI,QTLs,QTL,biological yield per plant,TRT,5,9,215,241,224,42,10.5,1,region,11,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Meta-QTLs on CaLG01 and CaLG06 harbor QTLs for traits including days to 50% flowering, days to maturity, days to flower initiation, days to pod initiation, number of filled pods, visual score, seed yield per plant, biological yield per plant, chlorophyll content, and harvest index. Key genes in Meta-QTL regions include Pollen receptor-like kinase 3 (CaPRK3), Flowering-promoting factor 1 (CaFPF1), Flowe"
19.05,pass,69,QTL-LOI-TRT,LOI,QTLs,QTL,NUE,TRT,15,19,41,44,224,41,10.25,1,located,1,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Except for the QTLs for plant height and NUE based on grain yield, no QTLs detected for a trait in 2005 expressed themselves in 2008 across nitrogen levels. QTLs controlling some traits were co-located each year. QTLs for many trai"
19.05,pass,232,QTL-LOI-TRT,LOI,QTLs,QTL,antioxidants variability,TRT,80,84,106,130,224,37,9.25,2,"chr,region",0,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_v10_gemini.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"Genome-wide association analysis identified 96 associations, including 55 major QTLs explaining 15-31% of antioxidants variability. Eight major QTLs were in novel chromosomal regions. Twenty-four pleiotropic major effect markers and two novel functional markers (Chr9_1550093, Chr10_50169631) wer"
18.7625,pass,319,QTL-LOI-CHR,LOI,"Three QTLs for seed number per pod (Snp3.1, Snp3.2, Snp4.1)",QTL,chromosomes 3 and 4,CHR,213,272,288,307,141,36,9.0,3,"mapped,chromosome,chr",4,submit_ensemble.json;submit_ensemble_v2_intersect.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v5.json;submit_v6_rag.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"gated with SNP marker s690-144110, and VaFld4.2 was 0.974 cM from SNP marker s165-116310. Three QTLs for seed number per pod (Snp3.1, Snp3.2, Snp4.1) were mapped on chromosomes 3 and 4."
18.4625,pass,233,GENE-AFF-TRT,AFF,OsIPA1,GENE,ideal plant architecture,TRT,147,153,170,194,177,41,10.25,1,association,1,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_optimized.json;submit_sc_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v33_gene_combo.json;submit_v33_gene_trt.json;submit_v33_mega.json;submit_v36_gene_abs_trt.json;submit_v36_gene_trt.json;submit_v36_top3.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_gene_trt.json;submit_v4.json;submit_v5.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"to geographical adaptation to four ecoregions in China, including the homologous gene of OsIPA1, which controls ideal plant architecture. Genome-wide association analysis identified the contribution of the pseudo-response regulator gene SiPRR37 to heading date adaptation in foxtail millet."
18.05,pass,354,QTL-LOI-TRT,LOI,QTL,QTL,shoot dry weight (SDW),TRT,260,263,269,291,224,37,9.25,1,mapped,2,submit_ensemble.json;submit_ensemble_v2_intersect.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v6_rag.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"ross between two genotypes S19-3 and DodR. In the F-3 segregating population, significant QTLs for shoot dry weight (SDW) were mapped on LG10 accounting for 15.5% PVE under well-watered conditions. A putative QTL for SDW was mapped on LG10 with 10.10% PVE under drought-stressed conditions"
18.05,pass,121,QTL-LOI-TRT,LOI,QTLs,QTL,crude protein (CP),TRT,309,313,166,184,224,37,9.25,1,mapped,2,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"ass) was characterized for two years. The phenotypes included five forage quality traits: crude protein (CP), neutral detergent fiber (NDF), acid detergent fiber (ADF), acid detergent lignin (ADL), and hemicellulose (HC) content. 19 QTLs controlling these traits were mapped in the RIL population between sorghum Tx623A and sudangrass Sa."
18.05,pass,121,QTL-LOI-TRT,LOI,QTLs,QTL,neutral detergent fiber (NDF),TRT,309,313,186,215,224,37,9.25,1,mapped,2,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"ed for two years. The phenotypes included five forage quality traits: crude protein (CP), neutral detergent fiber (NDF), acid detergent fiber (ADF), acid detergent lignin (ADL), and hemicellulose (HC) content. 19 QTLs controlling these traits were mapped in the RIL population between sorghum Tx623A and sudangrass Sa."
18.05,pass,121,QTL-LOI-TRT,LOI,QTLs,QTL,acid detergent fiber (ADF),TRT,309,313,217,243,224,37,9.25,1,mapped,2,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"s included five forage quality traits: crude protein (CP), neutral detergent fiber (NDF), acid detergent fiber (ADF), acid detergent lignin (ADL), and hemicellulose (HC) content. 19 QTLs controlling these traits were mapped in the RIL population between sorghum Tx623A and sudangrass Sa."
18.05,pass,121,QTL-LOI-TRT,LOI,QTLs,QTL,acid detergent lignin (ADL),TRT,309,313,245,272,224,37,9.25,1,mapped,2,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"ty traits: crude protein (CP), neutral detergent fiber (NDF), acid detergent fiber (ADF), acid detergent lignin (ADL), and hemicellulose (HC) content. 19 QTLs controlling these traits were mapped in the RIL population between sorghum Tx623A and sudangrass Sa."
18.0125,pass,325,QTL-LOI-CHR,LOI,QTLs,QTL,LG2,CHR,4,8,72,75,141,41,10.25,1,located,2,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,Two QTLs for tuber width and two QTLs for tuber weight were detected on LG2 and LG4. These QTLs were located at similar positions. The wild allele increased tuber width and weight. This indicates that wild germplasm with small tubers has the potential to increas
18.0125,pass,325,QTL-LOI-CHR,LOI,QTLs,QTL,LG4,CHR,4,8,80,83,141,41,10.25,1,located,2,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v4.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,Two QTLs for tuber width and two QTLs for tuber weight were detected on LG2 and LG4. These QTLs were located at similar positions. The wild allele increased tuber width and weight. This indicates that wild germplasm with small tubers has the potential to increase the yi
18.0125,pass,91,QTL-LOI-CHR,LOI,Three QTL,QTL,chromosomes 7C-17A,CHR,170,179,183,201,141,33,8.25,3,"linked,chromosome,chr",7,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v32_plus_qtl_abs.json;submit_v33_mega.json;submit_v33_qtl_gene.json;submit_v36_gene_abs_qtl.json;submit_v36_qtl_loi.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_qtl_loi.json;submit_v38_llm_qtl.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,"pulation. SNP markers linked to QTL affecting root growth response to Al were identified. Three QTL on chromosomes 7C-17A, 13A, and 19A confer Al tolerance. They were identified using primary root regrowth of recombinant inbred lines from the cross between UFRGS 17 (Al tolerant) and UFRGS 930"
17.9625,pass,335,GENE-AFF-TRT,AFF,AtOAT,GENE,salt tolerance,TRT,66,71,99,113,177,39,9.75,1,tolerance,3,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v13_e3clean.json;submit_v13_e3plus.json;submit_v13_e3v12.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v2.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v33_gene_combo.json;submit_v33_gene_trt.json;submit_v33_mega.json;submit_v36_gene_abs_trt.json;submit_v36_gene_trt.json;submit_v36_top3.json;submit_v37_all4.json;submit_v37_gene_qtl.json;submit_v37_gene_trt.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,Ectopic expression of the Arabidopsis ornithine aminotransferase (AtOAT) gene enhanced drought and salt tolerance in wheat. OAT plays a role in proline biosynthesis in wheat.
17.8125,pass,11,CROP-HAS-TRT,HAS,chickpea,CROP,drought tolerance root traits,TRT,87,95,117,146,165,39,9.75,1,trait,5,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v15_glm.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v33_crop_has.json;submit_v33_mega.json;submit_v33_safe_trio.json;submit_v36_crop_has.json;submit_v36_top3.json;submit_v37_all4.json;submit_v37_crop_has.json;submit_v4.json;submit_v41_rule_all.json;submit_v41_rule_crop_has_trt.json;submit_v41_rule_midcov_combo.json;submit_v5.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json,"Association mapping was done to understand drought and heat tolerance genetic basis in chickpea. Phenotypic data for drought tolerance root traits, heat tolerance, yield and yield component traits were generated on a reference set (300 accessions, including 211 mini-core collection) from multiple seasons a"
